ID,Name,Age,Nationality,Overall,Club,Position,Club Logo,Value,Wage,Year,Value_spread,Wage_spread
28130,Ronaldinho,26,Brazil,91,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
1183,F. Cannavaro,32,Italy,91,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
113422,David Villa,24,Spain,89,Valencia CF,Forward,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
13038,Puyol,28,Spain,89,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
9676,Eto'o,25,Cameroon,89,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
5479,Casillas,25,Spain,89,Real Madrid,GK,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
111010,Vicente,24,Spain,88,Valencia CF,Forward,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
23174,J. Riquelme,28,Argentina,88,Villarreal CF,Midfield,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
5623,Cañizares,36,Spain,88,Valencia CF,GK,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
1615,L. Thuram,34,France,88,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
52058,M. Diarra,25,Mali,87,Real Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
49369,Fernando Torres,22,Spain,87,Atlético Madrid,Forward,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
45186,Joaquín,24,Spain,87,Valencia CF,Forward,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
10264,R. van Nistelrooy,29,Netherlands,87,Real Madrid,Forward,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
1551,L. Giuly,29,France,87,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
250,D. Beckham,31,England,87,Real Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
136144,Robinho,22,Brazil,86,Real Madrid,Forward,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
53769,Deco,28,Brazil,86,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
26709,R. Márquez,27,Mexico,86,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
19896,Valerón,31,Spain,86,Deportivo de La Coruña,Midfield,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
5744,E. Gudjohnsen,27,Iceland,86,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
5099,G. Zambrotta,29,Italy,86,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
1131,R. Ayala,33,Argentina,86,Valencia CF,Defense,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
158023,L. Messi,19,Argentina,85,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
155862,Sergio Ramos,20,Spain,85,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
138654,G. Milito,25,Argentina,85,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
136194,Luis Fabiano,25,Brazil,85,Sevilla FC,Forward,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
112934,S. Milosevic,32,Serbia,85,CA Osasuna,Forward,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
10535,Xavi,26,Spain,85,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
139036,R. Abbondanzieri,33,Argentina,84,Getafe CF,GK,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2007,0,0
106573,Valdés,24,Spain,84,FC Barcelona,GK,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
45661,Raúl,29,Spain,84,Real Madrid,Forward,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
26157,Helguera,31,Spain,84,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
20212,Maniche,28,Portugal,84,Atlético Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
9593,Guti,29,Spain,84,Real Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
4767,Emerson,30,Brazil,84,Real Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
2264,Tamudo,28,Spain,84,RCD Espanyol,Forward,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2007,0,0
152855,Rafael Sobis,21,Brazil,83,Real Betis,Forward,https://cdn.sofifa.org/teams/2/light/449.png,0,0,2007,0,0
146955,A. Ibagaza,30,Argentina,83,RCD Mallorca,Midfield,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2007,0,0
135718,Ricardo,34,Spain,83,CA Osasuna,GK,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
135606,Pablo,24,Spain,83,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
134597,Juanito,29,Spain,83,Real Betis,Defense,https://cdn.sofifa.org/teams/2/light/449.png,0,0,2007,0,0
113113,Jorge Andrade,28,Portugal,83,Deportivo de La Coruña,Defense,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
110550,Oleguer,26,Spain,83,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
49389,Pavón,26,Spain,83,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
49072,D. Forlán,27,Uruguay,83,Villarreal CF,Forward,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
44900,J. Tomasson,29,Denmark,83,Villarreal CF,Forward,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
22499,Yeste,26,Spain,83,Athletic Club de Bilbao,Midfield,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2007,0,0
10959,P. Aimar,26,Argentina,83,Real Zaragoza,Midfield,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
7631,A. Cassano,23,Italy,83,Real Madrid,Forward,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
1040,Roberto Carlos,33,Brazil,83,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
552,F. Kanouté,28,Mali,83,Sevilla FC,Forward,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
41,Iniesta,22,Spain,83,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
157468,De la Peña,30,Spain,82,RCD Espanyol,Midfield,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2007,0,0
155813,L. Perea,27,Colombia,82,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
146659,Munitis,31,Spain,82,Racing Santander,Forward,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2007,0,0
146536,Jesús Navas,20,Spain,82,Sevilla FC,Forward,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
141317,Baraja,30,Spain,82,Valencia CF,Midfield,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
138703,A. D'Alessandro,25,Argentina,82,Real Zaragoza,Midfield,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
134594,Rivas,27,Spain,82,Real Betis,Defense,https://cdn.sofifa.org/teams/2/light/449.png,0,0,2007,0,0
111093,J. Reyes,22,Spain,82,Real Madrid,Forward,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
110971,Nihat,26,Turkey,82,Villarreal CF,Forward,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
49614,E. Chevantón,25,Uruguay,82,Sevilla FC,Forward,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
20169,Costinha,31,Portugal,82,Atlético Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
11576,Marchena,26,Spain,82,Valencia CF,Defense,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
5661,F. Morientes,30,Spain,82,Valencia CF,Forward,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
135866,Marcos Senna,29,Spain,81,Villarreal CF,Midfield,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
111661,C. Kameni,22,Cameroon,81,RCD Espanyol,GK,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2007,0,0
111018,Salva Ballesta,31,Spain,81,Levante UD,Forward,https://cdn.sofifa.org/teams/2/light/1853.png,0,0,2007,0,0
111016,Mista,27,Spain,81,Atlético Madrid,Forward,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
110381,M. Rodríguez,25,Argentina,81,Atlético Madrid,Forward,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
109416,A. Kerzhakov,23,Russia,81,Sevilla FC,Forward,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
40702,Edmilson,29,Brazil,81,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
17964,M. Petrov,27,Bulgaria,81,Atlético Madrid,Forward,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
10863,E. Maresca,26,Italy,81,Sevilla FC,Midfield,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
10279,D. Kovacevic,32,Serbia,81,Real Sociedad,Forward,https://cdn.sofifa.org/teams/2/light/457.png,0,0,2007,0,0
8340,Etxeberria,28,Spain,81,Athletic Club de Bilbao,Forward,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2007,0,0
5704,G. Van Bronckhorst,31,Netherlands,81,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
1803,J. Saviola,24,Argentina,81,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
1650,L. Robert,31,France,81,Levante UD,Forward,https://cdn.sofifa.org/teams/2/light/1853.png,0,0,2007,0,0
146970,Cuéllar,24,Spain,80,CA Osasuna,Defense,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
146695,L. Franco,29,Argentina,80,Atlético Madrid,GK,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
146641,Sylvinho,30,Brazil,80,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
146530,Daniel Alves,23,Brazil,80,Sevilla FC,Defense,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
142708,D. Milito,27,Argentina,80,Real Zaragoza,Forward,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
135823,Fernando,27,Spain,80,Real Betis,Midfield,https://cdn.sofifa.org/teams/2/light/449.png,0,0,2007,0,0
112628,David López,23,Spain,80,CA Osasuna,Forward,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
111008,Albelda,28,Spain,80,Valencia CF,Midfield,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
110149,Molina,35,Spain,80,Levante UD,GK,https://cdn.sofifa.org/teams/2/light/1853.png,0,0,2007,0,0
50712,Edu,28,Brazil,80,Valencia CF,Midfield,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
45655,Del Horno,25,Spain,80,Valencia CF,Defense,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
4001,César,34,Spain,80,Real Zaragoza,GK,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
4006,Miguel,26,Portugal,80,Valencia CF,Defense,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
16334,I. Dragutinovic,30,Serbia,80,Sevilla FC,Defense,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
135697,Sergio García,23,Spain,79,Real Zaragoza,Forward,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
53021,Javier Portillo,24,Spain,79,Gimnàstic de Tarragona,Forward,https://cdn.sofifa.org/teams/2/light/15019.png,0,0,2007,0,0
10540,Jorge López,27,Spain,79,Valencia CF,Midfield,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
19255,P. Cavallero,32,Argentina,79,Levante UD,GK,https://cdn.sofifa.org/teams/2/light/1853.png,0,0,2007,0,0
147007,Gavilán,21,Spain,79,Valencia CF,Midfield,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
146758,Soldado,21,Spain,79,CA Osasuna,Forward,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
114764,Iraizoz,25,Spain,79,RCD Espanyol,GK,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2007,0,0
10328,Pablo Alfaro,37,Spain,79,Racing Santander,Defense,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2007,0,0
23641,Belletti,30,Brazil,79,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
167515,N. Zigic,25,Serbia,79,Racing Santander,Forward,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2007,0,0
41824,J. Escudé,26,France,79,Sevilla FC,Defense,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
48757,Puñal,30,Spain,79,CA Osasuna,Midfield,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
47483,Valdo,25,Spain,79,CA Osasuna,Midfield,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
112509,A. Vivar Dorado,32,Spain,79,Getafe CF,Midfield,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2007,0,0
32156,B. Romeo,28,Argentina,79,CA Osasuna,Forward,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
14510,Meyong,25,Cameroon,79,Levante UD,Forward,https://cdn.sofifa.org/teams/2/light/1853.png,0,0,2007,0,0
113078,Viqueira,31,Spain,79,RC Recreativo de Huelva,Midfield,https://cdn.sofifa.org/teams/2/light/571.png,0,0,2007,0,0
135611,Urzaiz,34,Spain,79,Athletic Club de Bilbao,Forward,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2007,0,0
142780,G. Rodríguez,22,Argentina,79,Villarreal CF,Defense,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
146634,Iago Bouzón,23,Spain,79,RC Recreativo de Huelva,Defense,https://cdn.sofifa.org/teams/2/light/571.png,0,0,2007,0,0
146645,Edú,27,Brazil,79,Real Betis,Midfield,https://cdn.sofifa.org/teams/2/light/449.png,0,0,2007,0,0
164082,Adriano,21,Brazil,79,Sevilla FC,Midfield,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
15356,L. Galletti,26,Argentina,79,Atlético Madrid,Forward,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
135423,Cicinho,26,Brazil,79,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
110082,Pinto,30,Spain,78,RC Celta,GK,https://cdn.sofifa.org/teams/2/light/450.png,0,0,2007,0,0
110853,Mora,32,Spain,78,Valencia CF,GK,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
110854,Aganzo,25,Spain,78,Racing Santander,Forward,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2007,0,0
8721,Cruchaga,32,Spain,78,CA Osasuna,Defense,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
110097,Gustavo Lopez,33,Argentina,78,RC Celta,Midfield,https://cdn.sofifa.org/teams/2/light/450.png,0,0,2007,0,0
157481,Raúl Albiol,20,Spain,78,Valencia CF,Defense,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
138806,Maxi López,22,Argentina,78,RCD Mallorca,Forward,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2007,0,0
110153,Romero,35,Spain,78,Real Betis,Defense,https://cdn.sofifa.org/teams/2/light/449.png,0,0,2007,0,0
146011,I. Uche,22,Nigeria,78,RC Recreativo de Huelva,Forward,https://cdn.sofifa.org/teams/2/light/571.png,0,0,2007,0,0
8798,Movilla,31,Spain,78,Real Zaragoza,Midfield,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
24160,Fernando Sales,28,Spain,78,Sevilla FC,Forward,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
142444,Webó,24,Cameroon,78,CA Osasuna,Forward,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
146568,Guayre,26,Spain,78,RC Celta,Forward,https://cdn.sofifa.org/teams/2/light/450.png,0,0,2007,0,0
25249,Ewerthon,25,Brazil,78,Real Zaragoza,Midfield,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
112593,Josetxo,29,Spain,78,CA Osasuna,Defense,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
49370,T. Motta,23,Brazil,78,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
140527,Baiano,27,Brazil,78,RC Celta,Forward,https://cdn.sofifa.org/teams/2/light/450.png,0,0,2007,0,0
150263,A. Basinas,30,Greece,78,RCD Mallorca,Midfield,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2007,0,0
47608,Aranzubia,26,Spain,78,Athletic Club de Bilbao,GK,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2007,0,0
157947,Zé Castro,23,Portugal,78,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
8963,Manuel Pablo,30,Spain,77,Deportivo de La Coruña,Defense,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
146692,Nené,24,Brazil,77,RC Celta,Midfield,https://cdn.sofifa.org/teams/2/light/450.png,0,0,2007,0,0
146962,Álvaro Novo,28,Spain,77,Real Sociedad,Midfield,https://cdn.sofifa.org/teams/2/light/457.png,0,0,2007,0,0
51751,Campano,27,Spain,77,Gimnàstic de Tarragona,Midfield,https://cdn.sofifa.org/teams/2/light/15019.png,0,0,2007,0,0
146759,Riki,25,Spain,77,Deportivo de La Coruña,Forward,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
9037,Rufete,29,Spain,77,RCD Espanyol,Midfield,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2007,0,0
9566,J. López Vallejo,30,Spain,77,RC Recreativo de Huelva,GK,https://cdn.sofifa.org/teams/2/light/571.png,0,0,2007,0,0
168542,Silva,20,Spain,77,Valencia CF,Midfield,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
156776,J. Arango,26,Venezuela,77,RCD Mallorca,Midfield,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2007,0,0
48745,F. Coloccini,24,Argentina,77,Deportivo de La Coruña,Midfield,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
146543,N. Canobbio,26,Uruguay,77,RC Celta,Midfield,https://cdn.sofifa.org/teams/2/light/450.png,0,0,2007,0,0
152729,Piqué,19,Spain,77,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
8348,Michel Salgado,30,Spain,77,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
45471,A. Hinkel,24,Germany,77,Sevilla FC,Defense,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
135085,Gil,25,Brazil,77,Gimnàstic de Tarragona,Forward,https://cdn.sofifa.org/teams/2/light/15019.png,0,0,2007,0,0
139184,G. Franco,29,Argentina,77,Villarreal CF,Forward,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
142784,P. Zabaleta,21,Argentina,77,RCD Espanyol,Midfield,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2007,0,0
45763,C. Poulsen,26,Denmark,77,Sevilla FC,Midfield,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
135368,Fabiano Eller,28,Brazil,77,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
111062,Javi Navarro,32,Spain,77,Sevilla FC,Defense,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
110815,Tena,28,Spain,77,Getafe CF,Defense,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2007,0,0
142819,F. Fuentes,29,Argentina,77,Villarreal CF,Defense,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
153079,S. Agüero,18,Argentina,77,Atlético Madrid,Forward,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
141308,G. Seitaridis,25,Greece,77,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
110341,Lopo,26,Spain,76,Deportivo de La Coruña,Defense,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
156424,Robert,25,Brazil,76,Real Betis,Forward,https://cdn.sofifa.org/teams/2/light/449.png,0,0,2007,0,0
112654,D. Rosu,30,Romania,76,RC Recreativo de Huelva,Forward,https://cdn.sofifa.org/teams/2/light/571.png,0,0,2007,0,0
110098,Jesuli,28,Spain,76,Real Sociedad,Midfield,https://cdn.sofifa.org/teams/2/light/457.png,0,0,2007,0,0
1064,A. Tacchinardi,30,Italy,76,Villarreal CF,Midfield,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
1582,Celades,30,Spain,76,Real Zaragoza,Midfield,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
49204,Hugo Viana,23,Portugal,76,Valencia CF,Midfield,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
146749,Mejía,24,Spain,76,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
49472,L. Butelle,23,France,76,Valencia CF,GK,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2007,0,0
8795,Belenguer,33,Spain,76,Getafe CF,Defense,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2007,0,0
146781,Aranzábal,33,Spain,76,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
135775,Pulido,27,Spain,76,Getafe CF,Defense,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2007,0,0
146527,Esteban,31,Spain,76,RC Celta,GK,https://cdn.sofifa.org/teams/2/light/450.png,0,0,2007,0,0
135779,Sousa,26,Spain,76,Getafe CF,Midfield,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2007,0,0
146558,César Arzo,20,Spain,76,RC Recreativo de Huelva,Defense,https://cdn.sofifa.org/teams/2/light/571.png,0,0,2007,0,0
45194,Gabilondo,27,Spain,76,Athletic Club de Bilbao,Midfield,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2007,0,0
112536,Colsa,27,Spain,76,Racing Santander,Midfield,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2007,0,0
135845,Juanlu,26,Spain,76,CA Osasuna,Midfield,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
9639,Aitor Ocio,29,Spain,76,Sevilla FC,Defense,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
145591,Llera,26,Spain,76,Gimnàstic de Tarragona,Defense,https://cdn.sofifa.org/teams/2/light/15019.png,0,0,2007,0,0
134588,Prats,34,Spain,76,RCD Mallorca,GK,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2007,0,0
159171,Jurado,20,Spain,76,Atlético Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
7877,Ezquerro,29,Spain,76,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2007,0,0
110283,Duda,26,Portugal,76,Sevilla FC,Midfield,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2007,0,0
174549,M. Fernández,20,Chile,76,Villarreal CF,Midfield,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2007,0,0
142822,Jonás,22,Argentina,76,RCD Mallorca,Midfield,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2007,0,0
134631,Dani,24,Spain,76,Real Betis,Forward,https://cdn.sofifa.org/teams/2/light/449.png,0,0,2007,0,0
113386,Sarriegi,27,Spain,76,Athletic Club de Bilbao,Defense,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2007,0,0
760,C. Contra,30,Romania,76,Getafe CF,Defense,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2007,0,0
110842,Óscar,23,Spain,76,Real Zaragoza,Forward,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
139019,Taborda,25,Uruguay,75,Deportivo de La Coruña,Forward,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
49419,A. Makukula,25,DR Congo,75,Gimnàstic de Tarragona,Forward,https://cdn.sofifa.org/teams/2/light/15019.png,0,0,2007,0,0
11535,O. Kapo,25,France,75,Levante UD,Midfield,https://cdn.sofifa.org/teams/2/light/1853.png,0,0,2007,0,0
110117,Borja Oubiña,24,Spain,75,RC Celta,Midfield,https://cdn.sofifa.org/teams/2/light/450.png,0,0,2007,0,0
105514,Javi Gonzalez,33,Spain,75,Athletic Club de Bilbao,Midfield,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2007,0,0
20788,Beto,30,Portugal,75,RC Recreativo de Huelva,Defense,https://cdn.sofifa.org/teams/2/light/571.png,0,0,2007,0,0
146743,Raúl Bravo,25,Spain,75,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2007,0,0
171579,Raúl García,19,Spain,75,CA Osasuna,Midfield,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2007,0,0
135745,Pernía,29,Argentina,75,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2007,0,0
110657,Güiza,25,Spain,75,Getafe CF,Forward,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2007,0,0
110402,Sergio,29,Spain,75,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2007,0,0
25924,Capdevila,28,Spain,75,Deportivo de La Coruña,Defense,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
110415,Lafuente,30,Spain,75,Athletic Club de Bilbao,GK,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2007,0,0
45656,W. Pandiani,30,Uruguay,75,RCD Espanyol,Forward,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2007,0,0
112475,Juanma,29,Spain,75,Deportivo de La Coruña,Defense,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
8287,Savio,32,Brazil,75,Real Sociedad,Forward,https://cdn.sofifa.org/teams/2/light/457.png,0,0,2007,0,0
111199,Xisco,25,Spain,75,Real Betis,Forward,https://cdn.sofifa.org/teams/2/light/449.png,0,0,2007,0,0
135804,Sergio,29,Spain,75,Deportivo de La Coruña,Midfield,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2007,0,0
138631,M. Lequi,25,Argentina,75,RC Celta,Defense,https://cdn.sofifa.org/teams/2/light/450.png,0,0,2007,0,0
4781,D. Tommasi,32,Italy,75,Levante UD,Midfield,https://cdn.sofifa.org/teams/2/light/1853.png,0,0,2007,0,0
